RENDA;GINI;CMI
570.23;0.52;22.4
595.94;0.57;20.74
604.04;0.51;20.94
236.22;0.56;31.96
265.92;0.55;30.57
245.78;0.51;29.87
566.3;0.59;17.26
209.27;0.59;28.6
340.41;0.56;26
181.44;0.54;46.97
477.14;0.5;17.88
257.05;0.56;37.84
151.96;0.47;32.89
173.48;0.52;37.94
619.82;0.52;19.3
444.54;0.57;21.19
133.89;0.56;52.87
419.5;0.54;27.3
972.22;0.5;18.9
313.96;0.49;31.72
268.62;0.46;36.8
516.31;0.54;17.26
173.81;0.58;71.55
318.7;0.57;39.66
644.61;0.53;21.4
419.31;0.49;24.17
486.68;0.59;23.3
431.07;0.45;22.6
123.75;0.54;63.23
164.71;0.56;38.89
174.46;0.54;36.85
558.38;0.56;18
298.14;0.51;23.7
264.39;0.53;24.7
713.45;0.47;17
119.01;0.52;45.71
234.29;0.54;45.63
164.5;0.53;45.65
138.55;0.53;38.89
604.97;0.55;21.7
599.26;0.48;19.6
292.11;0.44;25.79
372.58;0.58;32.47
167.73;0.49;41.84
209.61;0.55;49.94
358.15;0.58;22.6
170.75;0.48;49.94
400.02;0.65;33.37
383.38;0.42;22.1
511.49;0.44;22.3
435.65;0.55;24.1
299.38;0.45;27.6
402.83;0.43;24.9
154.13;0.5;48.34
277.45;0.53;30.23
432.79;0.57;16.3
162.27;0.48;85.29
398.1;0.52;23.28
196.31;0.5;38.62
450.61;0.59;27.7
123.88;0.58;51.78
434.58;0.59;23.9
571.81;0.6;26
587.5;0.5;18.3
581.18;0.54;14.59
328.8;0.5;32.74
324.85;0.51;19.7
843.57;0.48;16.2
183.8;0.5;40.95
467.15;0.48;18.7
105.8;0.54;56.31
411.21;0.49;21.8
120.89;0.49;47.95
184.83;0.58;47.39
488.23;0.58;30.66
311.95;0.47;22.5
515.44;0.48;24.78
228.12;0.55;40.94
271.57;0.46;29.39
620.85;0.51;16.15
194.8;0.53;41.33
164.54;0.5;27.83
336.91;0.52;52.16
125.35;0.51;38.95
500.88;0.48;19.22
646.74;0.48;19.7
463.63;0.44;24.4
215.5;0.5;39.66
136.12;0.56;47.81
445.86;0.51;18.4
216.78;0.55;56.71
233.56;0.59;43.41
186.67;0.57;51.19
289.33;0.51;30.25
605.26;0.57;22.38
570.5;0.55;19
387.36;0.51;21.12
778.37;0.51;17.4
168.36;0.58;44.31
555.26;0.47;18.8
667.49;0.55;20.4
841.82;0.52;17.7
372.61;0.54;22.38
722.57;0.54;16.9
142.58;0.51;44.08
450.23;0.56;22.65
440.86;0.55;23.91
284.21;0.54;36.1
306.36;0.44;31.59
624.43;0.57;25
397.05;0.51;25.09
339.74;0.48;24.3
320.71;0.44;17.7
749.24;0.46;13.3
474.83;0.61;27.49
118.09;0.62;41.57
435.79;0.47;19
464.11;0.5;25.4
771.99;0.52;17
288.76;0.53;24.6
376.1;0.57;31.17
359.05;0.48;24.9
202.11;0.51;49.25
184.53;0.47;34.1
141.23;0.54;56.31
234.36;0.64;29.17
222.72;0.55;51.11
706.09;0.51;18.1
570.08;0.54;25.79
510.85;0.53;19.22
358.98;0.47;24.4
182.59;0.53;37.49
524.55;0.4;19.6
289.33;0.63;46.7
110.45;0.52;52.85
384.64;0.48;22.21
121.11;0.46;51.29
347.17;0.72;22.6
354.66;0.59;34.63
535.2;0.53;25.7
717.25;0.52;16.82
442.73;0.55;19.1
425.25;0.46;23.91
229.89;0.53;39.74
276.51;0.43;21
518.13;0.54;19.4
211.42;0.59;42.13
367.52;0.56;31.72
171.37;0.56;38.83
428.69;0.53;20.2
167.59;0.52;38.83
234.76;0.59;38.83
144.45;0.55;41.85
487.97;0.53;19.1
791.17;0.54;14.5
169.12;0.47;34.6
526.58;0.48;24.4
232.36;0.48;38.99
166.91;0.6;48.16
652.88;0.5;16
526.51;0.53;13
192.32;0.5;43.77
304.07;0.58;29.98
561.05;0.54;26.6
370.66;0.54;21.1
114.94;0.53;51.57
155.21;0.52;66.99
589.59;0.48;18.2
165.99;0.52;55.25
249.84;0.56;32.3
316.03;0.51;25.61
234.92;0.63;28.94
126.33;0.53;48.75
399.35;0.43;28.75
168.79;0.52;36.59
192.94;0.55;46.59
327.8;0.44;25.9
376.29;0.5;25.61
89.76;0.56;45.1
145.44;0.48;46.59
111.23;0.46;39.1
174.32;0.54;38.44
197.57;0.57;44.48
440.63;0.43;27.3
142.47;0.54;72.06
302.55;0.49;30.5
816.54;0.47;17.42
381.84;0.52;30.5
352.34;0.5;27.79
124.11;0.44;52.4
333.78;0.55;29.02
134.08;0.53;42.86
121;0.52;53.02
226.75;0.48;32
114.58;0.51;47.24
304.69;0.5;32.05
594.62;0.61;27.04
311.34;0.44;27.34
290.84;0.48;28.8
654.41;0.52;20.9
629.82;0.56;21.2
271.98;0.57;18.8
392.62;0.56;26.45
606.33;0.58;18.9
422.67;0.49;24.69
144.96;0.49;65.97
288.97;0.52;24.83
173.06;0.55;42.22
144.86;0.43;46.16
181.62;0.51;53.3
214.99;0.57;42.79
245.49;0.55;34.09
301.2;0.5;32.4
282.25;0.52;33.08
788.82;0.45;17.6
293.52;0.47;26
184.06;0.46;39.97
120.5;0.6;50.07
210.87;0.59;40.87
127.56;0.41;47.4
275.94;0.58;39.66
213.76;0.58;27.36
317.08;0.63;25.07
248.66;0.56;30.97
162.2;0.53;65
174.78;0.52;40.58
432.24;0.45;23.8
397.96;0.56;26.73
147.02;0.53;34.54
391.45;0.55;24.22
445.69;0.55;21.1
307.34;0.46;34.9
187.01;0.59;54.9
536.5;0.57;26.07
186.22;0.5;39.66
134.77;0.51;37.98
891.5;0.57;18.3
238.07;0.69;39.1
238.82;0.51;36.23
560.38;0.48;22.1
169.51;0.49;54.65
207.49;0.56;45.14
112.89;0.49;49.14
98.02;0.59;46.32
203.31;0.53;63.23
192.68;0.5;45.57
476.85;0.5;16.27
449.66;0.53;12.91
662.85;0.62;40.4
387.79;0.57;24.42
406.76;0.46;18.7
287.41;0.54;34.42
123.78;0.5;51.11
162.41;0.48;67.8
124.92;0.6;48.9
403.69;0.49;24.88
108.72;0.52;58.65
356.75;0.58;18.8
796.17;0.49;13.77
207.04;0.58;36.28
63.5;0.71;41.58
435.55;0.46;27.1
669.65;0.48;17.5
167.3;0.62;40.16
157.48;0.54;44.97
212.9;0.41;39.97
101.84;0.57;53.01
146.69;0.45;33.36
185.25;0.48;38.02
679.21;0.62;24.7
590.22;0.55;24.63
169.79;0.48;47.59
159.55;0.52;46.96
377.22;0.47;29.06
150.21;0.5;47.95
354.06;0.57;42.13
291.71;0.59;40.94
103.52;0.51;50.16
129.98;0.59;59.08
124.16;0.5;96.37
165.6;0.54;52.94
210.83;0.53;48.08
570.26;0.58;27.73
828.93;0.57;22.86
81.82;0.54;45.72
500.83;0.59;17.8
421.47;0.42;24.6
496.16;0.4;20.5
105.95;0.5;70.56
148.18;0.48;60.68
133.86;0.49;51.98
485.95;0.53;32.5
1089.92;0.53;15.62
114.45;0.44;52
160.89;0.57;42.1
480.91;0.52;20.6
353.69;0.55;24.4
183.32;0.5;64.45
459.3;0.49;21
426.37;0.51;22.7
197;0.45;38.39
375.23;0.57;26.7
167.15;0.51;94.11
113.55;0.53;48.9
155.84;0.53;67.22
158.18;0.6;63.34
476.75;0.55;22.27
457.56;0.49;26.38
126.73;0.53;52.82
129.92;0.59;47.69
394.05;0.6;23.46
148.78;0.57;63.23
421.03;0.57;19.7
384.36;0.46;22.8
167.77;0.49;44.35
187.16;0.47;44.62
122.27;0.69;50.4
289.72;0.51;32.47
135.67;0.56;44.61
327.84;0.47;21.5
151.9;0.63;42.43
907.96;0.45;16.4
141.01;0.53;43.25
451.39;0.54;22.06
161.54;0.51;49.16
360.19;0.51;31.17
217.56;0.52;47.08
664.81;0.56;22.5
111.56;0.51;42.37
332.98;0.43;21.9
119.75;0.5;51.22
324.33;0.51;45.35
155.63;0.54;55.13
496.47;0.49;28.9
140.1;0.52;43.64
165.05;0.45;52.76
108.22;0.52;43.58
90.11;0.54;56.28
161.47;0.45;54.69
106.03;0.59;51.84
232.23;0.47;55.39
86.43;0.52;57.82
118.67;0.58;69.55
104.62;0.52;46.16
147.8;0.5;75.24
102.23;0.55;52.79
190.27;0.44;37.49
572.12;0.5;13.2
77.29;0.6;52.33
308.16;0.56;29.43
411.91;0.49;21.05
86.14;0.52;56.56
375.81;0.5;31.42
206.67;0.52;64.15
142.72;0.5;52.99
209.24;0.5;22.9
140.03;0.45;52.95
124.04;0.48;37.64
127.63;0.54;44.97
305.1;0.44;19
582.75;0.58;26.96
220.07;0.54;49.8
512.76;0.56;16
196.3;0.55;55.15
179.09;0.55;51.47
119.73;0.47;57.19
125.52;0.5;37.44
360.1;0.52;27.1
91.13;0.51;53.25
460.23;0.53;22.77
494.74;0.49;18.7
236.73;0.43;19.7
530.5;0.44;16.8
157.62;0.57;48.69
805.03;0.48;14
312.38;0.58;43.81
199.14;0.54;35.98
337.35;0.61;44.31
126.63;0.51;52.84
171.17;0.46;49.16
328.15;0.49;20.82
240.65;0.58;65.9
188.06;0.47;42.04
200.56;0.51;59.22
342.75;0.53;36.05
144.98;0.51;44.3
291.44;0.51;36.66
549.71;0.57;20.74
219.63;0.46;33.72
173.88;0.54;41.21
205.8;0.54;52.84
471.62;0.54;24.5
326.35;0.54;25.23
331.72;0.55;28.35
402.77;0.53;16.03
696.87;0.48;21.5
206.16;0.54;35.61
447.07;0.58;28.79
177.8;0.51;47.08
210.36;0.48;33.47
108.72;0.44;49.8
693.78;0.47;22.5
651.63;0.67;31.19
448.05;0.41;22.1
102.79;0.51;42.05
453.67;0.5;25
139.76;0.59;40.53
476.08;0.58;20.5
683.03;0.55;21.84
385.43;0.55;19.7
385.81;0.46;22.38
304.53;0.47;26.3
240.52;0.49;39.97
623.97;0.48;22.3
227.73;0.6;46.77
690.13;0.49;15.8
373.99;0.49;24.2
482.84;0.55;22.01
383.49;0.51;28.7
378.28;0.45;28.02
284.12;0.52;24.4
334.14;0.59;19.69
214.99;0.56;33.11
310.78;0.54;24.71
157.89;0.54;61.12
365.97;0.57;27.32
375.62;0.46;20.4
732.6;0.48;18.2
125.03;0.57;50.57
129.92;0.49;36.52
261.01;0.53;26.94
239.49;0.54;37.44
272.79;0.54;31.03
746.42;0.6;25.3
682.76;0.47;16
426.26;0.37;21.9
432.84;0.36;19.8
509.56;0.6;22.34
830.69;0.55;16.2
229.32;0.57;41.62
115.09;0.58;51.53
147.73;0.58;46.96
443.74;0.5;24
536.9;0.52;24.71
145.19;0.43;47.59
868.8;0.56;21.2
152;0.53;38.39
474.87;0.44;23
654.96;0.54;16.3
104.97;0.6;48.99
347.27;0.41;19.4
673.68;0.47;16
750.5;0.53;17.2
514.92;0.52;19.8
157.15;0.55;47.59
331.16;0.43;21.8
254.13;0.56;36.66
174.96;0.62;45.46
590.61;0.42;17.6
355.95;0.52;35.42
142.52;0.59;59.52
146.19;0.6;48.79
625.07;0.63;31.96
140.79;0.59;39.68
146.52;0.44;38.39
632.83;0.48;21.9
297.72;0.54;35.4
389.19;0.46;23.6
474.29;0.51;26.4
291.77;0.49;25.61
353.27;0.44;22.3
445.36;0.48;20.5
417.23;0.48;21.3
677.75;0.44;15.4
425.48;0.55;23.22
145.77;0.56;67.09
154.55;0.49;61.71
720.88;0.67;24.87
786.54;0.56;18.21
230.39;0.5;43.96
129.13;0.55;46.26
426.54;0.61;23.1
177.62;0.45;38.76
506.43;0.59;24.12
155.91;0.54;65.9
197.21;0.52;39.23
493.72;0.45;19
531.24;0.5;18.9
157.83;0.59;37.62
270.15;0.5;40.24
364.16;0.44;20.1
583.12;0.63;43.69
183.21;0.53;43.34
319.18;0.6;31.48
323.25;0.5;18.1
622.75;0.57;22.67
173.17;0.48;65.9
533.9;0.42;26.3
448.22;0.52;17.29
138.74;0.53;53.16
147.2;0.58;43.61
99.01;0.47;47.08
332.67;0.51;34.32
294.97;0.53;28.49
106.07;0.51;57.53
239.65;0.58;31.89
114.74;0.46;40.71
486.44;0.49;21
114.44;0.54;35.75
93.11;0.59;57.19
522.89;0.5;19.5
428.24;0.49;23.42
186.15;0.49;49.21
147.27;0.52;56.71
577.89;0.45;20.6
854.08;0.61;17.8
520.63;0.56;21.9
408.93;0.5;20.6
124.09;0.54;51.11
137.04;0.51;41.62
410.13;0.53;26.7
242.25;0.54;40.6
116.73;0.49;51.06
129.78;0.49;41.52
139.46;0.48;50.48
181.17;0.45;43.91
403.55;0.57;28.2
211.34;0.56;38.33
198.76;0.52;51.53
187.01;0.53;32.3
366.54;0.56;30.6
180.75;0.45;40.87
300.14;0.46;21.1
199.66;0.56;41.14
119.36;0.53;67.18
234.85;0.63;46.38
112.64;0.54;87.32
537.29;0.61;34.2
167.7;0.61;32.63
466.47;0.51;28
471.92;0.5;20.9
457.67;0.48;24.88
484.67;0.48;22.1
229.76;0.58;26.41
320.28;0.68;38.99
656.28;0.52;19.57
402.77;0.57;26.6
545.15;0.57;19.38
408.83;0.54;29.66
167.99;0.6;41.29
130.66;0.54;43.07
324.77;0.6;29.02
184.82;0.62;30.71
332.78;0.53;28.6
136.09;0.49;46.22
88.61;0.55;36.3
482.88;0.65;33.15
331.46;0.57;31.72
448.96;0.54;16.7
127.09;0.55;51.85
380.81;0.59;36.05
279.37;0.43;26.2
195.34;0.49;57.19
458.7;0.45;19.6
804.3;0.5;20.4
487.24;0.58;18.92
129.03;0.58;38.22
261.47;0.47;31.29
146.5;0.49;50.61
144.21;0.54;33.98
170.15;0.56;36.1
121.09;0.54;75.64
96.25;0.59;48.79
211.51;0.51;35.99
79.1;0.51;53.25
156.36;0.53;29.38
384.31;0.4;20.1
308.76;0.56;24
446.3;0.58;22.65
513.45;0.36;17.8
204.51;0.71;41.73
685.43;0.49;16.6
85.8;0.59;44.34
583;0.51;18.9
346.96;0.47;25.1
98.17;0.51;67.52
621.76;0.55;23.5
475.84;0.56;17.2
148.78;0.53;54.49
166.14;0.52;54.59
156.45;0.54;54.74
186.55;0.49;49.76
192.53;0.48;47.31
459.37;0.55;31.42
669.62;0.56;20.2
224.09;0.59;36.56
484.9;0.53;26.73
93.59;0.59;41.58
570.77;0.48;15.7
379.9;0.54;31.15
255.89;0.45;25.61
601.41;0.58;27.24
424.84;0.57;22.38
445.93;0.49;17.7
648.81;0.59;16.4
334.64;0.55;45.93
400.6;0.43;21.2
206.13;0.59;41.44
641.83;0.54;19.36
213.32;0.54;39.52
397.74;0.5;25.69
363.52;0.49;21.86
341.72;0.46;22.8
830.87;0.55;17.7
306.51;0.54;34.69
916.87;0.51;20.4
348.55;0.43;26.1
332.05;0.47;31.15
499.48;0.53;24.71
499.84;0.51;26.9
585.53;0.48;18.4
177.75;0.46;69.04
254.86;0.52;42.16
168.92;0.48;47.59
325.29;0.54;28.72
388.34;0.53;28.3
284.93;0.45;29.37
549.7;0.46;13.2
216.85;0.53;30.58
450.04;0.51;28.9
112.14;0.59;63.28
458.48;0.54;21
193.98;0.59;42.92
350.28;0.43;29.66
187.52;0.5;43.84
356.39;0.52;29.39
130.31;0.47;41.44
422.87;0.5;23
143.91;0.56;54.82
144.95;0.56;47.85
121.94;0.51;60.53
155.26;0.5;49.8
649.67;0.47;15.2
261.1;0.54;38.51
122.38;0.57;46.61
627.64;0.52;18
150.36;0.48;69.01
105.16;0.57;48.15
335.21;0.5;22.6
224.51;0.48;49.39
98.94;0.52;32.19
467.2;0.53;27.3
167.97;0.58;39.39
431;0.52;27.39
243.21;0.56;30.57
448.92;0.5;19.49
127.67;0.56;35.47
118.77;0.55;45.53
88.51;0.46;38.54
112.95;0.53;53.3
137.42;0.48;55.93
567.59;0.51;21.2
337.41;0.55;36.66
472.19;0.5;19.6
80.5;0.54;50.07
113.76;0.52;48.99
149.13;0.44;48.6
422.72;0.38;20.3
342.88;0.48;12.2
207.18;0.47;29.59
337.46;0.52;24.2
217.64;0.52;35.03
464.35;0.5;24.21
299.66;0.49;25.2
131.88;0.46;51.11
503.3;0.62;31.65
112.72;0.58;55.93
469.88;0.58;20.51
353.45;0.59;28.81
557.39;0.44;20.5
191.31;0.66;36.85
123.63;0.52;45.13
350.1;0.44;24
173.73;0.56;37.93
149.12;0.48;56.59
338.97;0.48;25.5
173.83;0.62;30.83
628.23;0.53;17.63
304.05;0.56;31.96
547.46;0.5;20.2
345.44;0.66;27.19
184.74;0.57;34.42
768.23;0.54;23.2
110.92;0.48;45.39
243.56;0.6;35.41
601.1;0.5;21.44
584.93;0.56;19.6
571.71;0.46;22
306.28;0.58;27.12
371.79;0.42;20.2
156.15;0.47;51.09
325.84;0.38;21
299.61;0.46;36.23
523.01;0.47;19.36
157.08;0.52;48.26
168.81;0.45;54.69
112.85;0.48;54.36
172.52;0.55;53.37
156.53;0.52;34.23
545.12;0.56;18.3
778.21;0.59;20.14
207.62;0.53;42.81
150.9;0.56;42.98
102.76;0.52;48.99
157.76;0.54;49.65
64.91;0.55;49.14
210.5;0.58;30
364.86;0.57;21.09
375.51;0.54;24.1
128.64;0.54;42.57
346.5;0.45;20.8
163.73;0.53;38.14
394.44;0.51;23.77
574.23;0.42;17.8
574.37;0.59;21.7
385.37;0.66;29.15
203.28;0.56;38.39
435.92;0.6;29.3
528.85;0.55;26.34
468.5;0.56;21.96
130.49;0.58;52.87
310.21;0.4;24.4
308.44;0.53;30.68
362.58;0.45;21.8
261.97;0.66;17.6
95.07;0.64;47.85
380.65;0.54;31.15
191.87;0.54;52.87
324.28;0.63;33.1
129.11;0.54;52.77
548.93;0.52;21.1
124.74;0.51;65.59
361.49;0.61;40.03
113.58;0.52;46.22
356.77;0.6;28.59
395.02;0.5;17.9
431.03;0.49;18.89
329.46;0.4;17.7
450.84;0.57;30.66
665.53;0.46;15.3
127.08;0.49;28.94
356.54;0.53;23
162.57;0.52;48.69
481.13;0.56;22.4
190.28;0.57;52.65
166.53;0.55;36.16
602.1;0.53;17.4
447.96;0.52;19.5
325.95;0.43;31.33
584.02;0.44;27.26
132.42;0.5;56.8
769.85;0.54;18.2
701.05;0.48;16.4
826.96;0.51;16.9
360.26;0.46;25.2
180.15;0.45;26.02
177.58;0.56;34.67
148.47;0.67;49.02
564.9;0.61;19.2
132.84;0.52;63.32
407.89;0.43;23.9
454.37;0.53;23.9
620.65;0.5;23.2
360.58;0.62;34.42
149.87;0.55;43.52
243.16;0.53;52.53
489.44;0.52;22.25
118.01;0.58;40.38
145.44;0.52;49.8
260.08;0.62;35.47
414.43;0.52;26.15
149.68;0.53;62.95
619.06;0.43;13.2
183.46;0.61;33.3
445.54;0.56;27.4
145.16;0.56;54.16
126.56;0.59;49.14
225.01;0.5;19.6
661.96;0.48;14.3
181.61;0.59;28.88
160.22;0.56;35.26
698.18;0.47;15.7
647.94;0.51;17.2
176.8;0.55;35.47
650.41;0.54;16.6
569.45;0.38;13.3
419.3;0.46;27.97
290.66;0.45;28.2
514.01;0.52;25.87
349.01;0.54;26
427.55;0.48;20.5
114.56;0.54;41.62
195.11;0.54;43.19
124.97;0.59;44.61
146.18;0.57;43.55
530.84;0.6;17.6
224.67;0.57;59.7
176.62;0.49;55.2
528.16;0.5;19.5
341.19;0.54;31.48
723.44;0.53;13.4
162.6;0.56;55.45
95.43;0.55;60.7
494.1;0.52;22.27
221.55;0.51;45.13
387.32;0.53;23.2
485.55;0.6;22.27
760.69;0.53;14.62
177.59;0.56;38.39
192.97;0.55;33.1
485.95;0.52;22.3
214.12;0.52;36.88
348.28;0.52;21.59
104.99;0.51;52.13
114.89;0.54;60.62
348.01;0.52;33.4
201.82;0.5;45.66
416.28;0.57;20.5
159.08;0.55;37.21
439.03;0.53;25
133.07;0.54;54.74
309.65;0.47;23.2
693.12;0.51;20.3
273.24;0.46;33.3
578.08;0.52;22.9
79.27;0.49;47.08
553.67;0.47;20.3
274.85;0.48;33.72
209.75;0.54;50.36
84.08;0.53;54.36
331.05;0.5;35.81
357.5;0.51;23.2
505.26;0.51;18.1
671.02;0.38;16.5
109.19;0.58;54.74
181.63;0.52;31.19
688.78;0.48;20.5
411.38;0.57;22.2
359.78;0.57;34.55
412.92;0.55;17.8
510.7;0.45;20.7
379.08;0.51;28
174.26;0.56;35.37
335.18;0.68;23.05
153.91;0.57;43.77
148.27;0.53;36.95
613.02;0.44;15.5
350.61;0.57;39.85
255.6;0.57;26.15
412.22;0.54;18.6
343.38;0.49;22.7
179.49;0.55;38.23
100.94;0.51;53.86
156.11;0.49;44.55
172.29;0.56;39.61
286.61;0.54;30.4
445.78;0.53;24.89
443.62;0.5;21.39
412.79;0.5;26.69
171.73;0.51;36.1
421.86;0.58;27.29
148.2;0.55;52.02
427.99;0.57;26.21
498.08;0.55;22.88
165.67;0.49;47.08
155.8;0.48;55.88
110.73;0.6;45.72
190.55;0.54;46.11
236.55;0.52;40.57
458.15;0.47;18.8
336.68;0.63;50.83
415.41;0.56;28.66
311.87;0.52;33.7
652.75;0.51;19.92
197.58;0.54;31.41
354.47;0.38;24.8
451.81;0.6;27.4
687.8;0.57;15.4
236.44;0.51;33.72
334.54;0.48;19.5
285.13;0.51;27.39
673.38;0.61;32
541.69;0.47;24.33
341.47;0.52;20.1
479.68;0.58;21.96
282.97;0.59;34.34
130.95;0.54;60.83
473.99;0.42;23.5
444.47;0.54;24.89
214.99;0.55;38.02
243.19;0.55;46.14
111.81;0.56;52.99
305.48;0.47;31.15
427.04;0.55;24.5
156.2;0.56;45.44
116.5;0.52;51.81
127.18;0.5;34.54
413.83;0.49;22.3
193.21;0.55;55.12
429.72;0.57;24.89
458.18;0.49;23.4
623.92;0.48;18
136.82;0.61;43.95
614.6;0.51;17.2
455.46;0.52;14.2
139.29;0.5;47.97
599;0.45;21.7
92.72;0.59;46.22
159.46;0.51;30.02
294.35;0.58;26.43
423.46;0.46;19.5
397.1;0.54;27
253.44;0.58;48.41
1596.51;0.58;14.04
339.34;0.53;30.1
399.45;0.62;19.8
117.63;0.5;54.5
118;0.81;37.65
288.55;0.45;33.98
134.68;0.54;47.08
224.68;0.53;52.67
187.89;0.53;43.91
296.71;0.38;24.9
216.07;0.49;55.91
100.75;0.48;46.16
248.21;0.56;27.68
234.39;0.47;36.75
111.98;0.48;52.36
369.99;0.46;28.4
523.59;0.45;17.6
471.28;0.58;30.23
526.99;0.48;22.9
317.77;0.4;33.4
279.46;0.42;28.8
509.77;0.52;17.69
1021.93;0.46;14
453.01;0.45;22.5
513.69;0.55;28.01
296.87;0.62;23.46
822.81;0.44;16
265.9;0.5;44.61
381.15;0.4;16.7
300.74;0.55;35.16
298.15;0.55;22.79
962.07;0.58;14
325.73;0.47;29.4
157.81;0.48;42.81
401.28;0.56;30.19
313.59;0.38;19.5
427.21;0.45;13.2
324.58;0.58;34.69
302.86;0.43;20.1
88.99;0.6;53.3
380.58;0.52;27.4
168.55;0.58;49.22
435.88;0.54;21.23
614.06;0.5;18
160.34;0.63;40.93
372.13;0.55;31.59
390.57;0.49;16.6
498.78;0.52;24.5
561.07;0.46;16.5
236.95;0.54;58.09
474.45;0.57;25
165.7;0.51;49.94
723.34;0.54;14.04
289.95;0.47;24.66
495.33;0.49;18.3
332.43;0.56;33.08
312.67;0.41;14.5
459.19;0.37;17.9
160.32;0.49;50.13
315.74;0.56;33.1
474.8;0.49;22.7
303.41;0.43;16.9
155.12;0.53;53.3
259.31;0.58;33.95
308.88;0.43;17.8
460.71;0.59;22.8
143.41;0.55;54.96
437.33;0.52;31.36
308.58;0.56;27.3
829.3;0.64;21.67
523.92;0.53;20.39
443.61;0.45;23.2
269.78;0.52;36.98
463.96;0.47;30.1
456.34;0.55;23.46
245.27;0.58;39.52
364.36;0.51;30.37
724.12;0.53;22.63
263.15;0.55;32.3
671.86;0.41;15.3
390.8;0.52;27.73
379.91;0.53;26.39
198.86;0.57;53.26
139.64;0.47;50.93
203.68;0.63;43.95
118.2;0.59;48.71
285.24;0.55;46.96
914.36;0.37;13.1
561.85;0.53;14
156.73;0.48;48.28
799.96;0.47;12.3
618.31;0.52;19.45
235.85;0.41;35.47
381.36;0.52;25.3
758.82;0.47;15.7
496.5;0.6;19
143.37;0.51;56.56
491.86;0.5;31.15
633.53;0.44;14.4
170.82;0.52;26.5
299.38;0.52;39.85
202.62;0.61;49.65
348.56;0.57;28.81
386.96;0.62;24.81
93.21;0.5;50.16
555.27;0.49;21.2
486.03;0.49;22.9
659.74;0.43;15.91
144.22;0.57;50.43
249.56;0.5;30.21
188.95;0.52;40.9
552.05;0.42;19.2
614.5;0.55;19.82
330.45;0.48;30.15
244.26;0.54;31.34
433.36;0.56;15.59
320.19;0.47;29.7
639.47;0.47;21.2
255.08;0.6;46.7
473.72;0.56;27.9
293.96;0.64;42.69
190.48;0.55;47.45
230.74;0.61;37.75
206.15;0.6;42.43
253.39;0.47;21.2
359.16;0.52;27.2
294.08;0.52;19.6
246.23;0.53;38.95
377.16;0.47;29.1
770.02;0.53;14.8
213.91;0.56;33.11
292.23;0.49;28.89
346.38;0.54;31.2
242.88;0.51;26.51
430.44;0.49;26.9
588.28;0.49;15.2
243.65;0.42;28.81
203.95;0.45;46.11
200.13;0.55;72.27
328.68;0.49;19.6
365.68;0.62;33.08
153.42;0.58;49.65
153.25;0.56;46.2
161.75;0.51;46.54
265.45;0.49;29.6
477.47;0.54;18.95
179.4;0.59;44.31
199.45;0.45;38.39
184.45;0.51;22.39
73.02;0.56;66.61
478.99;0.54;27.9
215.15;0.47;21.9
125.05;0.5;47.81
359.08;0.41;16.8
604.31;0.5;19.6
162.15;0.54;35.37
111.36;0.53;56.1
496.54;0.48;20.9
154.44;0.52;36.52
216.14;0.58;51.12
526.35;0.67;30.83
371.1;0.56;27.05
348.31;0.44;20.5
140.96;0.53;50.93
192.01;0.56;51.44
175.3;0.48;43.52
170.87;0.6;47.4
108.11;0.51;49.14
98.98;0.59;46.61
99.51;0.55;47.55
141.47;0.44;27.36
696.23;0.49;17.7
318.46;0.41;22.88
106.94;0.56;56.56
514.93;0.59;29.08
172.17;0.56;40.57
192.94;0.49;48.88
396.97;0.62;43.29
133.23;0.56;37.62
232.74;0.49;32.78
465.21;0.55;22.95
82.3;0.56;68.54
403.73;0.45;26.63
402.55;0.44;19.6
187.97;0.39;30.2
508.42;0.45;20.3
576.51;0.5;20.8
264.69;0.61;30.89
238.58;0.53;42.48
476.94;0.55;25.4
679.45;0.5;15.6
560.34;0.47;21.8
157.26;0.52;60.78
201.72;0.51;51.51
154.32;0.51;52.46
233.99;0.53;27.29
780.28;0.51;17.2
543.29;0.5;21.8
660.42;0.55;14.1
627.91;0.53;19.1
511.43;0.48;28
175.16;0.6;36.16
133.08;0.47;47.46
208.37;0.64;62.1
312.76;0.56;32.28
670.57;0.51;16.4
420.36;0.51;28.5
126.89;0.55;53.21
568.88;0.53;22.86
230.97;0.48;29.85
490.25;0.54;19.4
610.94;0.53;16.44
133.36;0.56;65.59
480.62;0.59;27.5
502.54;0.56;27.88
683.97;0.47;19.1
171.46;0.47;47.59
336.23;0.54;30.8
193.55;0.51;39.57
307.11;0.49;25.4
525.59;0.62;24.6
270.47;0.42;24.1
406.05;0.51;21.9
470.28;0.52;19.8
231.91;0.66;35.11
208.74;0.53;42.21
321.85;0.7;27.6
203.31;0.44;34.53
103.68;0.58;46.59
291.12;0.49;33.41
158.45;0.52;36.88
243.05;0.53;43.53
331.05;0.56;30
212.82;0.53;32.04
123.72;0.54;63.95
187.68;0.54;36.29
128.94;0.49;52.82
338.3;0.47;24.2
363.91;0.37;27.24
564.93;0.55;20.2
324.39;0.47;18.05
429.39;0.49;31
454.81;0.49;16.95
144.09;0.46;46.2
327.43;0.44;30.15
173.75;0.49;38.17
109.76;0.54;57.19
332.99;0.42;29.1
232.44;0.55;34.23
475.62;0.5;21.6
124.8;0.5;45.92
598.48;0.43;13.67
